20,10,7.52,27.77,355.06,270.11,1,-1,-1,-1
20,13,540.38,719.41,27.84,63.38,1,-1,-1,-1
20,57,-0.03,252.95,918.56,182.51,1,-1,-1,-1
21,10,27.26,36.43,303.00,220.95,1,-1,-1,-1
21,57,-32.12,233.79,976.17,195.84,1,-1,-1,-1
22,10,57.04,51.03,273.81,185.78,1,-1,-1,-1
22,57,-47.68,223.38,1035.17,209.78,1,-1,-1,-1
23,10,54.52,75.92,222.56,140.89,1,-1,-1,-1
23,57,-9.77,230.25,969.09,195.44,1,-1,-1,-1
24,10,46.84,79.61,214.41,135.73,1,-1,-1,-1
24,57,-2.62,235.72,969.45,195.29,1,-1,-1,-1
25,57,-43.11,211.94,1058.22,215.75,1,-1,-1,-1
25,185,399.85,-0.38,93.48,92.58,1,-1,-1,-1
25,191,997.68,207.21,111.08,259.20,1,-1,-1,-1
26,57,-7.42,219.19,881.45,178.63,1,-1,-1,-1
26,185,405.11,-5.08,86.74,85.91,1,-1,-1,-1
26,191,983.45,223.28,117.27,273.64,1,-1,-1,-1
27,57,-12.07,185.34,840.76,170.92,1,-1,-1,-1
28,57,0.64,191.36,783.55,158.84,1,-1,-1,-1
28,213,739.69,168.03,352.09,289.77,1,-1,-1,-1
29,57,-45.15,156.84,903.12,185.74,1,-1,-1,-1
29,213,756.23,125.07,361.39,301.11,1,-1,-1,-1
30,57,-108.77,119.91,973.03,206.18,1,-1,-1,-1
30,213,745.22,95.38,387.50,322.87,1,-1,-1,-1
31,10,84.90,125.71,11.65,7.32,1,-1,-1,-1
31,57,-162.77,83.74,1043.76,229.44,1,-1,-1,-1
32,10,86.30,131.38,-10.93,-6.87,1,-1,-1,-1
32,57,-160.65,69.25,1065.34,241.24,1,-1,-1,-1
32,185,477.81,61.66,10.22,10.13,1,-1,-1,-1
32,251,758.74,4.04,170.34,285.30,1,-1,-1,-1
33,57,-96.10,107.59,913.60,209.52,1,-1,-1,-1
33,185,488.27,68.98,-1.08,-1.07,1,-1,-1,-1
33,251,716.93,11.23,152.38,250.76,1,-1,-1,-1
34,57,-74.75,121.21,837.67,195.19,1,-1,-1,-1
34,251,691.27,24.46,131.63,210.77,1,-1,-1,-1
35,57,-72.97,122.29,794.24,188.59,1,-1,-1,-1
35,251,666.67,58.90,102.25,155.63,1,-1,-1,-1
36,57,-84.92,96.09,816.11,198.17,1,-1,-1,-1
36,251,650.05,68.03,83.61,127.26,1,-1,-1,-1
37,57,-97.46,90.58,797.70,199.02,1,-1,-1,-1
37,191,764.33,204.78,104.39,238.74,1,-1,-1,-1
38,57,-84.60,104.56,729.26,186.09,1,-1,-1,-1
38,191,745.73,207.01,104.69,239.44,1,-1,-1,-1
39,57,-101.53,141.66,701.51,184.93,1,-1,-1,-1
39,319,684.86,0.00,295.82,89.34,1,-1,-1,-1
40,57,-157.43,144.44,851.74,233.86,1,-1,-1,-1
40,83,86.45,191.99,13.22,8.53,1,-1,-1,-1
40,319,704.34,0.00,347.58,105.58,1,-1,-1,-1
40,350,572.10,364.81,291.97,143.62,1,-1,-1,-1
41,57,-141.43,185.35,847.84,240.10,1,-1,-1,-1
41,83,90.35,190.00,5.70,3.68,1,-1,-1,-1
41,319,628.29,0.00,428.01,132.49,1,-1,-1,-1
41,350,538.76,383.26,277.60,134.77,1,-1,-1,-1
42,57,-94.20,209.94,788.75,227.19,1,-1,-1,-1
42,319,596.70,0.00,508.51,160.30,1,-1,-1,-1
42,350,449.60,371.95,318.20,153.79,1,-1,-1,-1
43,57,-8.08,223.71,643.66,182.06,1,-1,-1,-1
43,319,642.58,0.00,501.39,160.38,1,-1,-1,-1
43,350,391.99,355.11,358.23,174.56,1,-1,-1,-1
43,395,432.11,76.40,146.98,91.49,1,-1,-1,-1
44,57,-20.97,224.33,668.36,190.58,1,-1,-1,-1
44,251,436.50,227.52,7.49,11.38,1,-1,-1,-1
44,319,641.28,8.72,491.33,160.31,1,-1,-1,-1
44,350,346.01,321.30,342.42,166.93,1,-1,-1,-1
44,395,424.03,78.18,129.72,80.92,1,-1,-1,-1
45,57,-25.18,229.98,672.29,191.70,1,-1,-1,-1
45,251,411.72,245.41,-3.77,-5.73,1,-1,-1,-1
45,319,592.22,3.51,515.93,173.53,1,-1,-1,-1
45,350,311.43,312.27,316.80,153.41,1,-1,-1,-1
45,395,398.99,78.49,170.54,107.75,1,-1,-1,-1
46,319,588.32,1.45,568.33,197.08,1,-1,-1,-1
46,350,302.43,296.73,296.03,140.99,1,-1,-1,-1
46,395,423.52,69.89,168.30,108.63,1,-1,-1,-1
47,319,576.19,9.01,564.01,202.99,1,-1,-1,-1
47,350,219.81,291.45,261.16,119.63,1,-1,-1,-1
47,395,391.42,84.52,175.19,116.39,1,-1,-1,-1
